,name,id,address,zipcode,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating,number_of_reviews
0,Fiesta,24590,"438, Santoshpur Avenue, Santoshpur, Kolkata",700075,Santoshpur,22.4934368272,88.3891655132,"Chinese, Thai",700,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Table booking recommended",4.0,259
1,Food Junction,18577170,"167, Shreerampur Garia, Kanungo Park, Garia, Kolkata",,Garia,22.4655656134,88.3792198822,"Biryani, North Indian, Chinese",400,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Digital Payments Accepted",3.9,395
2,Rang De Basanti Dhaba,19206717,"29F, 4th Floor, Traffic More, BT Road, North Barrackpore, Sodepur, Kolkata",,Sodepur,22.7015228769,88.3747010306,North Indian,800,"Takeaway Available,Debit Card,Dinner,Cash,Credit Card,Lunch,Delivery,Indoor Seating,Air Conditioned",3.9,130
3,Sengupta's,23571,"1/14, Poddar Nagar, Near Girls High School, Prince Anwar Shah Road, Kolkata",700068,Prince Anwar Shah Road,22.5013038181,88.3638464659,"Bengali, Biryani, North Indian, Chinese",300,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Digital Payments Accepted",3.5,1406
4,Adil Biryani Centre,22833,"38, Shamsul Huda Road, Ballygunge, Kolkata",,Ballygunge,22.5371674983,88.3700909838,"Biryani, Mughlai",150,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Debit Card,Digital Payments Accepted,Catering Available",3.9,153
5,Cafe Ekante,25538,"Eco Island, Eco Park, New Town, Kolkata",,"Eco Park, New Town",22.5929670588,88.4693183005,Bengali,800,"Cash,Takeaway Available,Dinner,Credit Card,Delivery,Lunch,Indoor Seating,Wifi,Air Conditioned",3.9,548
6,Fat Belly,19214687,"P468 A, Keyatala Road, Hindustan Park, Golpark, Kolkata",,Golpark,22.5164904262,88.3613282070,"Asian, Tibetan, Chinese",800,"Lunch,Cash,Credit Card,Dinner,Takeaway Available,Debit Card,Free Parking,Free Wifi,Air Conditioned,Indoor Seating,Digital Payments Accepted,Kid Friendly",4.4,205
7,Benjamin Bangalee,18420484,"P/122 James Long Sarani, Behala, Kolkata",,Behala,22.4667324351,88.3109955490,"Bengali, Chinese, Seafood, Continental, Momos",600,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned,Table booking for Groups,Kid Friendly",3.8,314
8,Raj Darbar,22730,"492D, Diamond Harbour Road, Near 3A Bus Stand, Thakur Pukur, Kolkata",,Thakur Pukur,22.4581031134,88.3059610426,"North Indian, Mughlai, Kebab",350,"No Seating Available,Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card",3.3,36
9,Seasonal Tastes,18581816,"The Westin, International Financial Hub, New Town, Kolkata",,"The Westin Kolkata Rajarhat, New Town",22.5928197148,88.4733214974,"Continental, Biryani, American, North Indian, Asian",3000,"Cash,Credit Card,Breakfast,Dinner,Debit Card,Lunch,Table booking recommended,Buffet,Valet Parking Available,Indoor Seating,Air Conditioned,Wheelchair Accessible,All Day Breakfast,Brunch,Fullbar,4/5 Star",4.3,580
10,Hell's Kitchen,19322525,"286, Aghore Sarani, Barendra Para, Rajpur, Sonarpur, Kolkata",,Sonarpur,22.4362680000,88.4243930000,Chinese,400,"No Seating Available,Dinner,Delivery,Lunch,Cash",3.6,46
11,Hungryy Birdz,18662812,"A2/3, Srijani Park, Opposite Cancer Hospital, Thakur Pukur, Kolkata",,Thakur Pukur,22.4581590000,88.3207930000,"Chinese, North Indian",400,"No Seating Available,Dinner,Delivery,Lunch,Cash,Takeaway Available",3.6,177
12,Country Roads,18249185,"2nd Floor, The Galleria, Near Home Town, New Town, Kolkata",700156,New Town,22.5820077601,88.4607171267,"North Indian, Chinese, Continental",1200,"Dinner,Cash,Delivery,Credit Card,Lunch,Takeaway Available,Free Parking,Craft Beer,Indoor Seating,Digital Payments Accepted,Nightlife,Fullbar,Table booking recommended,Air Conditioned,Smoking Area",4.0,921
13,Bala Kitchen,18440200,"Thakdari Road, Samarpally, SA Block, Samarpally, Krishnapur, Kestopur, Kolkata",,Kestopur,22.5911763227,88.4335376322,"Chinese, North Indian, Bengali, Biryani",400,"Lunch,Cash,Takeaway Available,Dinner,Delivery",3.4,846
14,Blue And Beyond,21636,"The Lindsay, 8A & 8B, Lindsay Street, New Market Area, Kolkata",700087,"Hotel Lindsay, New Market",22.5590873999,88.3532292768,"Continental, North Indian, Chinese, Italian",1600,"Delivery,Lunch,Credit Card,Takeaway Available,Cash,Dinner,Debit Card,Live Entertainment,Fullbar,Table booking recommended,Live Sports Screening,Outdoor Seating,Air Conditioned,City View,Indoor Seating,Wifi,Valet Parking Available,Rooftop,Smoking Area",3.9,1403
15,Kasturi Restaurant,18663023,"55/26, S N Banerjee Road, Maya Complex, Barrackpore, Kolkata",,Barrackpore,22.7607740805,88.3685386553,"Bengali, Bangladeshi",400,"Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Lunch,Air Conditioned,Indoor Seating,Table booking recommended",4.1,290
16,Arsalan,21515,"23A/29N/2, Daimond Harbour Road, Near Kolkata Mint, New Alipore, Kolkata",0,New Alipore,22.5161376572,88.3233065531,"Mughlai, North Indian, Rolls, Biryani",1000,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.0,1064
17,Barbeque Nation,20842,"K1, RDB Boulevard, Block EP, GP, Sector 5, Salt Lake",0,"RDB Boulevard, Sector 5",22.5690605918,88.4334487841,"North Indian, Chinese, Kebab, BBQ",1800,"Dinner,Cash,Lunch,Credit Card,Debit Card,Indoor Seating,Air Conditioned,Buffet,Table reservation required,Kid Friendly",4.6,4135
18,@49,19300247,"AE 369, Sector 1, Salt Lake, Kolkata",,"Sector 1, Salt Lake",22.5997860000,88.4157530000,"Chinese, North Indian, Biryani",800,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Outdoor Seating,Rooftop,Indoor Seating,Air Conditioned",4.9,140
19,Carpe Diem,18634729,"18M, Park Street Area, Kolkata",,Park Street Area,22.5521092663,88.3526039869,"Chinese, North Indian, Continental",1000,"Lunch,Serves Alcohol,Cash,Credit Card,Dinner,Takeaway Available,Debit Card,DJ,Sports TV,Fullbar,Wifi,Live Sports Screening,Valet Parking Available,Indoor Seating,Air Conditioned,Smoking Area",4.4,2173
20,Arsalan,20796,"191, Park Street, Near 7 Point Crossing, Park Circus Area, Kolkata",,Park Circus Area,22.5437218487,88.3659798279,"Mughlai, North Indian, Rolls, Biryani",1000,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.1,2351
21,Domino's Pizza,18162649,"415, Ground Floor, N S Bose Road, Between Mandir Gate & Narendrapur Crossing, Near Ramakrishana Mission Narendrapur, Kolkata",,Narendra Pur,22.4422382729,88.3952926844,"Pizza, Fast Food",400,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",3.9,364
22,Mugs & Shots,19170243,"DC 9A, City Centre 1, Sector 1, Salt Lake, Kolkata",,"City Centre 1, Sector 1, Salt Lake",22.5886252960,88.4090048075,"Salad, Chinese, Italian, Continental, North Indian, Spanish, Beverages",1500,"Dinner,Credit Card,Debit Card,Lunch,Cash,Takeaway Available,Indoor Seating,Air Conditioned,Smoking Area,Digital Payments Accepted",4.4,399
23,WOW! Momo,18565667,"Barasat Champadali More, Near Old Taxi Stand, Barasat, Kolkata",700124,Barasat,22.7192181127,88.4860710427,"Tibetan, Momos",400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",4.1,64
24,Piyali Restaurant,18236290,"19, Dr. S.P. Mukherjee Road, Near Dum Dum Police Station, Dum Dum, Kolkata",,Dum Dum,22.6363663239,88.4152526781,"North Indian, Chinese, Mughlai, Bengali",600,"Cash,Takeaway Available,Breakfast,Lunch,Delivery,Credit Card,Debit Card,No Alcohol Available,Dinner,Indoor Seating,Air Conditioned,Table Reservation Not Required",2.7,74
25,Blu Orchid,18607141,"C22, Sammilani Park, Survey Park Area, Ajoy Nagar, Kolkata",700075,Ajoy Nagar,22.4884166125,88.3912174031,"Chinese, Asian",700,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Card Upon Delivery",4.7,557
26,Nori,19157931,"The Westin Kolkata Rajarhat, Plot CBD/2, Action Area 2, New Town, Kolkata",,"The Westin Kolkata Rajarhat, New Town",22.5928249771,88.4733094275,"Japanese, Asian",2500,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Credit Card,Valet Parking Available,Indoor Seating,Table booking recommended,Fullbar,4/5 Star,Air Conditioned,Wheelchair Accessible",4.0,85
27,Noodle Oodle,18334323,"965, Near Diamond Plaza, Jessore Road, Nagerbazar, Kolkata",,Nagerbazar,22.6158947808,88.4121010825,"Chinese, Asian",400,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Digital Payments Accepted",4.0,798
28,Kopai,18650723,"213, Sarat Bose Road, Near Post Office, Southern Avenue, Kolkata",700029,Southern Avenue,22.5136961239,88.3526093513,Bengali,400,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Digital Payments Accepted,Kid Friendly,Table booking recommended,Air Conditioned",4.8,508
29,Red Panda,18404203,"1050/2, EM Bypass, Survey Park, Ajoy Nagar, Kolkata",700075,Ajoy Nagar,22.4867512215,88.3933034912,"Chinese, North Indian",800,"Lunch,Takeaway Available,Debit Card,No Alcohol Available,Dinner,Cash,Delivery,Credit Card,Indoor Seating,Table booking recommended,Air Conditioned,Smoking Area,Digital Payments Accepted",4.1,290
30,Lazeez Biryani,18761176,"1/A, Opposite Maulali Mazar, Convent Road, Park Circus Area, Kolkata",,Park Circus Area,22.5619170000,88.3673880000,"Biryani, Mughlai",300,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating,Digital Payments Accepted",3.6,231
31,Naturals Ice Cream,18589546,"77/1/A, Ground Floor, Near West Bengal Board, Park Street Area, Kolkata",700016,Park Street Area,22.5505700476,88.3546655998,Ice Cream,200,"Delivery,Takeaway Available,Credit Card,Cash,Debit Card,Air Conditioned,Desserts and Bakes,Indoor Seating,Pure Veg",4.9,1434
32,Social Kitchen - Holiday Inn,18440204,"Holiday Inn, Biswa Bangla Sarani, Chinar Park, Kolkata",700136,"Holiday Inn Kolkata Airport, Chinar Park",22.6234113000,88.4434295000,"North Indian, Asian, European, Chinese, Biryani",2200,"Dinner,Breakfast,Serves Alcohol,Debit Card,Takeaway Available,Credit Card,Lunch,Delivery,Cash,Wheelchair Accessible,Fullbar,Valet Parking Available,Wifi,Table booking recommended,Brunch,Indoor Seating,Buffet,Serves Cocktails,Air Conditioned,Beer",3.9,597
33,Kouzina Mining Co.,18568762,"AD 79, Sector 1, Salt Lake City, Kolkata",700064,"Sector 1, Salt Lake",22.5950165487,88.4049717709,"North Indian, Chinese, Mughlai, Continental, Beverages",1200,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Table booking recommended",4.7,753
34,Swade Ahlade,18530236,"11/1, Central Road, H B Town, Sodepur, Kolkata",700110,Sodepur,22.6961223652,88.3930573985,"Chinese, North Indian, Bengali, South Indian, Biryani, Fast Food",600,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",3.9,270
35,Hatari,24808,"Hotel Atithi Inn, Ground Floor, Raghunathpur, V.I.P. Road, Baguihati, Kolkata",,Baguihati,22.6186953689,88.4319829568,"Chinese, North Indian, Seafood",850,"Lunch,Delivery,Credit Card,No Alcohol Available,Dinner,Cash,Takeaway Available,Debit Card,Indoor Seating,Digital Payments Accepted,Table Reservation Not Required,Air Conditioned",4.2,777
36,Shree Ram Chaat & Paratha House,19188672,"102/1, Parnasree Pally, Extension Road, Behala, Kolkata",700060,Behala,22.5065810000,88.2997480000,"North Indian, Fast Food",150,"Lunch,Cash,Takeaway Available,Dinner,Standing Tables,Delivery",3.7,53
37,Afreen Biryani House,18259657,"Mahatma Gandhi Road, Near 3A Bus Stand, Thakur Pukur, Kolkata",,Thakur Pukur,22.4570229774,88.3055469766,"Biryani, North Indian",200,"No Seating Available,Dinner,Takeaway Available,Lunch,Cash",3.6,30
38,Moghlai Village,18403759,"768, Sonarpur Station Road, Kumarkhali, Narendra Pur, Kolkata",,Narendra Pur,22.4458706850,88.4014366195,"Chinese, North Indian, Biryani",400,"Lunch,Cash,Takeaway Available,Dinner,Delivery",3.7,176
39,KFC,18997514,"021A, Second Floor, Metropolis Mall, Eastern Metropolitan Bypass, Hiland Park, 1925, Chak Garia, Santoshpur, Kolkata",,"Metropolis Mall, Hiland Park",22.4830033989,88.3907654509,"Fast Food, Burger",450,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Sodexo,Air Conditioned,Indoor Seating",4.1,140
40,Domino's Pizza,24716,"140/2A, N.S.C. Bose Road, Tollygunge, Kolkata",,Tollygunge,22.4878178051,88.3503673598,"Pizza, Fast Food",400,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.0,314
41,Ambrosia Restaurant,22649,"156/5, Near Dunlop Gurudwara, B.T. Road, Baranagar, Kolkata",,Baranagar,22.6520965473,88.3795216307,"North Indian, Chinese, Bengali",700,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Table booking not available",3.8,408
42,DB's Kitchen,18265466,"77, S.N. Banerjee Road, Barrackpore, Kolkata",,Barrackpore,22.7606751468,88.3692142367,"Chinese, Rolls",300,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",4.2,125
43,La Donna,22483,"17/5, Bholanath Nandi Lane, Kona Exp Way, Kolkata",,Kona Exp Way,22.5764127736,88.3012413606,"North Indian, Chinese",600,"Lunch,Delivery,Debit Card,Dinner,Cash,Credit Card,Fullbar,Air Conditioned,Indoor Seating",3.0,116
44,Hammer,19294704,"20G, 6th Floor, Near Loreto House, Park Street Area, Kolkata",,Park Street Area,22.5511416444,88.3523709700,"Continental, Mexican, North Indian, Healthy Food",1200,"Lunch,Cash,Takeaway Available,Debit Card,Dinner,Credit Card,DJ,Nightlife,Fullbar,Indoor Seating,Table booking recommended,Smoking Area,Live Sports Screening,Valet Parking Available,Outdoor Seating,Rooftop,Air Conditioned,Hookah,Wifi",4.0,119
45,Hoppipola,18420396,"164/1, 4th Floor, Mani Square Mall, Maniktala Main Road, EM By Pass, Kankurgachi, Kolkata",700064,"Mani Square Mall, Kankurgachi",22.5778037246,88.4003017098,"Chinese, Italian, Fast Food",1300,"Mall Parking,Takeaway Available,Dinner,Cash,Delivery,Credit Card,Debit Card,Lunch,Smoking Area,Wifi,Brunch,Live Sports Screening,Indoor Seating,Wheelchair Accessible,Fullbar,Air Conditioned",4.2,1127
46,Aminia,23380,"282/1 B, NSC Bose Road, Garia, Kolkata",700047,Garia,22.4656749840,88.3766322210,"Kebab, North Indian, Chinese",600,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Digital Payments Accepted",3.5,350
47,Food Junction Reloaded,18544540,"Sodepur Amrabati More, Panihati, Sodepur, Kolkata",700110,Sodepur,22.6973973506,88.3893851191,"Rolls, Chinese, North Indian, Biryani",350,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",3.6,503
48,Hatari,23221,"Ground Floor, Building 30, Garia Main Road, Garia, Kolkata",,Garia,22.4588225797,88.3833384141,"Chinese, North Indian",800,"Lunch,Cash,Takeaway Available,Debit Card,No Alcohol Available,Dinner,Delivery,Credit Card,Indoor Seating,Ticket Restaurant,Air Conditioned",4.0,357
49,Square Club,24984,"171, Mahendra Bhattacharjee Road, Near Chakraberia Police Station, Shibpur, Howrah",,Shibpur,22.5853746109,88.3046229556,"Chinese, Mughlai",450,"Lunch,Cash,Takeaway Available,Dinner,Delivery",3.6,87
50,On The Way,18660416,"28/2, Italgacha Road, Dum Dum, Kolkata",,Dum Dum,22.6432092977,88.4301352501,"North Indian, Chinese, Continental, Bengali",700,"Dinner,Delivery,Debit Card,Lunch,Cash,Takeaway Available,Credit Card,Lunch Menu,Live Sports Screening,Valet Parking Available,Couple Entry Only,Free Wifi,Air Conditioned,Vegan Options,Free Parking,City View,Indoor Seating,Ticket Restaurant,Table booking for Groups,Desserts and Bakes",3.6,20
51,Fly Kouzina,24760,"AD 73, Near BD Market Bus Stop, Sector 1, Salt Lake City, Kolkata",700064,"Sector 1, Salt Lake",22.5954709550,88.4061935171,"North Indian, Chinese, Continental",1100,"Debit Card,Lunch,Cash,Delivery,Dinner,Takeaway Available,Credit Card,Live Sports Screening,Table booking recommended,Pure Veg,Indoor Seating,Air Conditioned,Wifi",4.7,1160
52,Sonargaon - Taj Bengal,21461,"34B, Taj Bengal, Belvedere Road, Alipore, Kolkata",0,"Taj Bengal, Alipore",22.5351044516,88.3332605660,North Indian,3700,"Dinner,Cash,Credit Card,Lunch,Debit Card,Table booking recommended,Wheelchair Accessible,Valet Parking Available,Indoor Seating,4/5 Star,Air Conditioned,Luxury Dining,Wifi,Fullbar",4.3,313
53,Chef Alladin,21967,"1276, Tentulberia, Ward 6, South Twenty Four Parganas, Garia, Kolkata",700084,Garia,22.4669833965,88.4005424380,"North Indian, Chinese, Momos, Rolls, Biryani",500,"Dinner,Takeaway Available,Lunch,Cash,Delivery,Indoor Seating,Air Conditioned,Wheelchair Accessible,Digital Payments Accepted,Halal",4.3,814
54,Zaika Bar and Restaurant,21526,"43/1/1, Bholanath Nandy Lane, Belepole, Kona Exp Way, Howrah, Kolkata",0,Kona Exp Way,22.5753484219,88.3020339534,"North Indian, Chinese, Seafood",800,"Cash,Delivery,Dinner,Credit Card,Takeaway Available,Lunch,Indoor Seating,Fullbar,Air Conditioned",2.5,106
55,Golden Joy,21346,"50/1, Matheswartala Tala Road, Near Gobinda Khatick Post Office, Tangra, Kolkata",0,Tangra,22.5471116196,88.3910155669,Chinese,1000,"Cash,Credit Card,Lunch,Takeaway Available,Debit Card,Dinner,Fullbar,Air Conditioned,Indoor Seating,Table Reservation Not Required",4.1,1367
56,Mio Amore,25341,"Room 24, Station Road, Sodepur, Kolkata",,Sodepur,22.7008325140,88.3779176697,Bakery,300,"No Seating Available,Cash,Takeaway Available,Desserts and Bakes,Air Conditioned",4.1,156
57,Shiraz Golden Restaurant,21527,"135, Park Street Area, Kolkata",,Park Street Area,22.5466115353,88.3617711067,"Biryani, North Indian, Mughlai, Kebab, Rolls",600,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Table booking recommended",4.0,1192
58,Chowman,25094,"C2, B.P. Township, Near Patuli Water Tank, Garia, Kolkata",,Garia,22.4715752906,88.3841695637,"Chinese, Asian, Seafood, Cantonese",1000,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.1,857
59,Momo I Am,18361657,"Shop G-B, Ground Floor, Tarun Alo Apartment, Chinar Park",700157,Chinar Park,22.6246086344,88.4391571954,"Tibetan, Chinese, Asian",600,"Lunch,Takeaway Available,Debit Card,No Alcohol Available,Dinner,Cash,Delivery,Credit Card,Indoor Seating,Digital Payments Accepted,Kid Friendly,Smoking Area,Air Conditioned",4.3,1306
60,Zam Zam,18707652,"28/A, Syed Amir Ali Avenue, Park Circus Area, Kolkata",,Park Circus Area,22.5404840397,88.3654088527,"North Indian, Mughlai, Bengali, Biryani",700,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",4.3,579
61,Momo I Am,18198678,"195 C, Near Bandhan Bank, Lake Gardens, Kolkata",700045,Lake Gardens,22.5031081108,88.3581461012,"Tibetan, Chinese, Asian",600,"Lunch,Cash,Delivery,Dinner,Takeaway Available,Outdoor Seating,Digital Payments Accepted,Indoor Seating,Air Conditioned,Smoking Area",4.3,1374
62,Ice & Spice,21341,"22F, Northern Avenue, Dum Dum, Kolkata",0,Dum Dum,22.6160451951,88.3874378353,"Chinese, North Indian, Kebab, Bengali",600,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",2.7,138
63,Hao Chi,21485,"P 365, Parnashree Pally, Behala, Kolkata",0,Behala,22.5083257139,88.3066087961,"Chinese, North Indian, Seafood",350,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",3.9,260
64,Riyasat-e-Hind,19213376,"51, Ground Floor, Syed Amir Ali Avenue, Ballygunge, Kolkata",700019,Ballygunge,22.5368575168,88.3648204431,"Chinese, North Indian, Mughlai",900,"Lunch,Cash,Takeaway Available,Debit Card,Dinner,Delivery,Credit Card,Valet Parking Available,Digital Payments Accepted,Indoor Seating,Air Conditioned",4.6,299
65,Mainland China,21216,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata",0,"Silver Spring Arcade, Science City Area",22.5491475477,88.4003060684,"Chinese, Asian, Sushi, Thai",1800,"Mall Parking,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Dinner,Fullbar,Table booking recommended,Indoor Seating,Air Conditioned",4.4,638
66,Bhojon Rashik,19188029,"257/1, Mission Pally, Rajpur, Sonarpur, Kolkata",,Sonarpur,22.4417430000,88.4185000000,"Bengali, North Indian",500,"Cash,Lunch,Delivery,Dinner",3.3,8
67,Five Fingers,18649645,"Green Park, Lane 2, Barasat-Barrackpore Road, Barasat, Kolkata",700125,Barasat,22.7299366993,88.4722147509,"Mughlai, Bengali, Chinese",600,"Lunch,Delivery,Breakfast,Dinner,Cash,Takeaway Available,Fullbar,Table reservation required,Indoor Seating",3.4,219
68,Cafe 369,19124953,"287, South Kumrakhali, Kamalgazi, Narendra Pur, Kolkata",700103,Narendra Pur,22.4463655558,88.3923871815,"Fast Food, Salad",600,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",3.4,42
69,Mio Amore,25269,"2453, Pioneer Park, Near Colony More, Barasat, Kolkata",,Barasat,22.7232273211,88.4785642102,Bakery,300,"No Seating Available,Cash,Takeaway Available,Desserts and Bakes,Air Conditioned",3.8,79
70,Dolphin,18551164,"47/A, B.T Road, Sinthee More, Sinthi, Kolkata",,Sinthi,22.6307899487,88.3781429753,"Chinese, Mughlai",400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.8,301
71,Tram Deepo,18354569,"Shop 45, 2nd Floor, Syed Amir Ali Avenue, Near Quest Mall, Ballygunge, Kolkata",700019,Ballygunge,22.5365233802,88.3650491014,"Continental, Chinese, Fast Food, Finger Food, North Indian, Mexican",1200,"Dinner,Cash,Delivery,Credit Card,Lunch,Takeaway Available,Debit Card,Dance Floor,Valet Parking Available,Indoor Seating,Digital Payments Accepted,Live Sports Screening,Fullbar,Table booking recommended,Air Conditioned,Smoking Area",4.3,1516
72,Dada Boudi Restaurant,17983797,"12/10, S.N. Bannerjee Road, Barrackpore, Kolkata",,Barrackpore,22.7591812398,88.3702220768,"Biryani, North Indian, Chinese, Mughlai",600,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Debit Card,Indoor Seating,Air Conditioned",4.4,1116
73,Barbeque Nation,18723298,"Shop 410, 104, 4th Floor, Lake Mall, Rashbehari Avenue, Lake Market Area, Kolkata",,"Lake Mall, Rash Behari Avenue",22.5165071510,88.3487124369,"North Indian, Chinese, Kebab, BBQ",1800,"Dinner,Mall Parking,Credit Card,Debit Card,Lunch,Cash,Indoor Seating,Air Conditioned,Table booking recommended,Kid Friendly,Buffet",4.5,552
74,Dada Boudir Hotel,21875,"1, Ghosh Para Road, Barrackpore, Kolkata",0,Barrackpore,22.7611512644,88.3702955022,"North Indian, Chinese, Mughlai",700,"Dinner,Takeaway Available,Lunch,Cash,Indoor Seating",4.2,952
75,Ocean Grill,18259462,"1st Floor, Infinity Benchmark, Opposite RDB Cinemas, Block GP, Sector 5, Salt Lake",700091,"Sector 5, Salt Lake",22.5693856713,88.4334209561,"Continental, Seafood, North Indian",1500,"Delivery,Credit Card,Debit Card,Dinner,Cash,Takeaway Available,Lunch,Live Sports Screening,Fullbar,Indoor Seating,Table booking recommended,Air Conditioned,Wheelchair Accessible,Wifi,Buffet,Valet Parking Available,Sodexo,Ticket Restaurant,Card Upon Delivery,Axis Bank - Dining Delights,Smoking Area",4.2,1853
76,Ashma Hotel,18603067,"Baruipur Station Road, Subuddhipur, Narendra Pur, Kolkata",,Narendra Pur,22.4472737956,88.3924156800,Bengali,400,"Dinner,Cash,Breakfast,Lunch,Takeaway Available,Indoor Seating,Digital Payments Accepted",3.9,55
77,Blue Nile Restaurant & Bar,21881,"1st Floor, City Centre 2 Mall, NewTown, Kolkata",700157,"City Centre 2 Mall, Chinar Park",22.6230333978,88.4499276057,"North Indian, Chinese, Finger Food",1400,"Credit Card,Dinner,Cash,Delivery,Debit Card,Lunch,Mall Parking,Takeaway Available,Live Sports Screening,Indoor Seating,Air Conditioned,Fullbar,Table booking recommended,Wheelchair Accessible",3.7,486
78,Cafe Mezzuna,18249157,"375, 2nd Floor, South City Mall, Prince Anwar Shah Road, Kolkata",700068,"South City Mall, Prince Anwar Shah Road",22.5016206939,88.3611458167,"Mexican, Italian, Continental",1600,"Dinner,Cash,Credit Card,Debit Card,Lunch,Serves Alcohol,Mall Parking,Takeaway Available,Nightlife,Indoor Seating,Air Conditioned,Wheelchair Accessible,Fullbar,Smoking Area,Wifi,Buffet",4.4,1062
79,Zoya Biriyani,25213,"49 Bidhan Sarani, Opposite Vivekand Museum, Hatibagan, Kolkata",,Hatibagan,22.5861116790,88.3676749840,"Biryani, North Indian",300,"Lunch,Cash,Takeaway Available,Dinner,Delivery",3.8,669
80,CIT Cafe,21578,"P/18A, CIT Road, Ground Floor, Nani Gopal Roy Chowdhury Avenue, Park Circus Area, Kolkata",,Park Circus Area,22.5554910904,88.3720587194,"Bengali, Chinese, Beverages",600,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.2,812
81,Swad,18162667,"Shop 1, Megh Balika Apartments, 16 Feet Road, Talbagan, Kestopur, Kolkata",700102,Kestopur,22.5966023209,88.4330062196,"North Indian, Biryani, Chinese, Rolls, Mughlai",300,"Delivery,Debit Card,Lunch,Cash,Credit Card,Dinner,Digital Payments Accepted",3.7,1301
82,Ayesha Multi-Cuisine Restaurant,18584054,"286, Aghore Sarani, Barendrapara More, Sonarpur, Kolkata",700 149,Sonarpur,22.4329870000,88.4211478000,"Chinese, North Indian, Mughlai, Kebab",700,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Table booking recommended",3.5,165
83,Rang De Basanti Dhaba,18631001,"936/1, Laskar Hat, Opposite Fortis Hospital, Tagore Park, EM Bypass, Science City Area, Kolkata",,Science City Area,22.5201552685,88.3985472098,North Indian,800,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Free Parking,Air Conditioned,Indoor Seating",4.0,549
84,ACS Chinese Flavour,21179,"8, Elliot Road, Near Loreto Day School, Wellesley, Kolkata",0,Wellesley,22.5526613497,88.3578359708,Chinese,350,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Outdoor Seating,Indoor Seating",3.6,448
